HouseID,OverallQual,GrLivArea,TotalBsmtSF,GarageCars,BedroomAbvGr,FullBath,YearBuilt,LotArea,Neighborhood,PropertyType,SalePrice
11746,4,2510,1407.0,1.0,3,1,1954,4163.0,Lakeside,Semi-Detached,593442
11748,3,2129,1329.0,2.0,3,2,1957,12495.0,South,Detached,492219
11749,9,1473,1060.0,1.0,2,2,1971,3139.0,Central,Semi-Detached,607240
11750,9,1895,433.0,3.0,6,2,1956,8755.0,Central,Detached,669373
11751,6,1912,1116.0,3.0,2,3,1971,11953.0,Central,Detached,574310
11753,4,1319,1247.0,2.0,5,2,1979,6014.0,East,Detached,492589
11754,9,1370,1027.0,1.0,3,3,1965,10350.0,East,Semi-Detached,550638
11756,10,1292,1134.0,1.0,3,3,2016,16466.0,North,Detached,652017
11757,3,1713,1134.0,3.0,4,4,1972,6145.0,Central,Detached,540529
11758,3,1356,613.0,1.0,3,1,2010,5542.0,North,Detached,381351
11759,9,2125,1144.0,1.0,3,2,2023,16830.0,Greenfield,Semi-Detached,682931
11761,10,1431,716.0,2.0,3,3,1972,10051.0,Lakeside,Detached,661436
11762,9,1882,1620.0,3.0,4,2,1974,21367.0,Greenfield,Detached,723635
11763,5,2025,1013.0,2.0,3,2,1957,11225.0,East,Detached,539730
11764,9,2010,695.0,1.0,3,3,1970,11381.0,Lakeside,Detached,679710
11765,7,1792,1449.0,1.0,2,1,1951,14219.0,North,Detached,576604
11768,3,1069,933.0,2.0,2,2,2021,6857.0,North,Townhouse,443198
11769,9,2228,1026.0,2.0,2,3,2017,13483.0,Greenfield,Detached,746359
11770,7,2238,1247.0,2.0,4,2,2013,9636.0,Central,Detached,673217
11771,5,1330,1166.0,3.0,2,2,1968,4114.0,Central,Detached,504266
11772,5,1771,252.0,3.0,4,2,2002,8924.0,South,Semi-Detached,475572
11773,3,2126,602.0,3.0,3,2,2001,3013.0,Central,Detached,541473
11774,6,1635,1422.0,1.0,5,1,1996,11031.0,North,Detached,600651
11775,9,2340,997.0,1.0,3,4,2003,7202.0,Lakeside,Detached,792331
11779,10,1917,241.0,3.0,3,1,2012,4989.0,North,Semi-Detached,656309
11781,8,1623,811.0,3.0,6,3,1968,5996.0,North,Detached,667974
11783,10,1014,1023.0,0.0,3,2,1973,4836.0,South,Semi-Detached,515363
11784,8,2131,1196.0,2.0,4,1,2018,,East,Detached,689747
11785,5,1417,1887.0,0.0,3,2,2014,4751.0,West,Detached,552541
11786,10,2696,445.0,2.0,4,2,1982,8466.0,South,Semi-Detached,738916
11787,6,2846,1514.0,2.0,3,2,2008,19877.0,East,Semi-Detached,688117
11789,7,1448,738.0,2.0,2,2,1981,7883.0,North,Semi-Detached,531313
11791,7,1537,867.0,2.0,4,2,1990,6286.0,South,Detached,539198
11792,8,1725,1124.0,2.0,3,2,1961,9905.0,East,Detached,606259
11793,9,1764,1654.0,3.0,2,3,2022,6357.0,West,Semi-Detached,710130
11794,9,694,1292.0,3.0,3,2,1960,15206.0,East,Townhouse,514481
11795,10,1742,1253.0,1.0,6,3,1968,8262.0,Lakeside,Detached,698029
11796,4,1371,878.0,2.0,3,2,2003,12998.0,North,Detached,493308
11797,9,1479,456.0,2.0,3,1,2006,8773.0,East,Detached,557734
11798,4,2544,967.0,0.0,2,3,1991,7066.0,East,Townhouse,539313
11799,9,1059,1533.0,2.0,3,2,2020,6471.0,Central,Detached,622446
11800,3,2197,439.0,3.0,4,3,1980,5073.0,Greenfield,Detached,518222
